"network_db";"original_id";"reference";"citation";"doi";"study_common"
"B22";"M_PL_Elberling1999";NA;"Elberling1999";NA;"eberling1999"
"B22";"M_PL_Gilarranz_2015_Amarante";NA;"Gilarranz_2015_Amarante";NA;"Gilarranz_2015"
"B22";"M_PL_Gilarranz_2015_Barrosa";NA;"Gilarranz_2015_Barrosa";NA;"Gilarranz_2015"
"B22";"M_PL_Gilarranz_2015_CincoCerros";NA;"Gilarranz_2015_CincoCerros";NA;"Gilarranz_2015"
"B22";"M_PL_Gilarranz_2015_Difunito";NA;"Gilarranz_2015_Difunito";NA;"Gilarranz_2015"
"B22";"M_PL_Gilarranz_2015_Difuntos";NA;"Gilarranz_2015_Difuntos";NA;"Gilarranz_2015"
"B22";"M_PL_Gilarranz_2015_ElMorro";NA;"Gilarranz_2015_ElMorro";NA;"Gilarranz_2015"
"B22";"M_PL_Gilarranz_2015_LaBrava";NA;"Gilarranz_2015_LaBrava";NA;"Gilarranz_2015"
"B22";"M_PL_Gilarranz_2015_LaChata";NA;"Gilarranz_2015_LaChata";NA;"Gilarranz_2015"
"B22";"M_PL_Gilarranz_2015_LaPaja";NA;"Gilarranz_2015_LaPaja";NA;"Gilarranz_2015"
"B22";"M_PL_Gilarranz_2015_PiedraAlta";NA;"Gilarranz_2015_PiedraAlta";NA;"Gilarranz_2015"
"B22";"M_PL_Gilarranz_2015_Vigilancia";NA;"Gilarranz_2015_Vigilancia";NA;"Gilarranz_2015"
"B22";"M_PL_Gilarranz_2015_Volcan";NA;"Gilarranz_2015_Volcan";NA;"Gilarranz_2015"
"B22";"M_PL_Herrera1988";NA;"Herrera1988";NA;"Herrera1988"
"B22";"M_PL_High_mountain_matrix_Norfolk";NA;"High_mountain_matrix_Norfolk";NA;"High_mountain_matrix_Norfolk"
"B22";"M_PL_Hocking1968";NA;"Hocking1968";NA;"Hocking1968"
"B22";"M_PL_Inoue1990";NA;"Inoue1990";NA;"Inoue1990"
"B22";"M_PL_Inouye1988";NA;"Inouye1988";NA;"Inouye1988"
"B22";"M_PL_Kaiser-Bunbury_2010_060_01";NA;"Kaiser-Bunbury_2010_060_01";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_02";NA;"Kaiser-Bunbury_2010_060_02";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_03";NA;"Kaiser-Bunbury_2010_060_03";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_04";NA;"Kaiser-Bunbury_2010_060_04";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_05";NA;"Kaiser-Bunbury_2010_060_05";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_06";NA;"Kaiser-Bunbury_2010_060_06";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_07";NA;"Kaiser-Bunbury_2010_060_07";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_08";NA;"Kaiser-Bunbury_2010_060_08";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_09";NA;"Kaiser-Bunbury_2010_060_09";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_10";NA;"Kaiser-Bunbury_2010_060_10";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_11";NA;"Kaiser-Bunbury_2010_060_11";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_12";NA;"Kaiser-Bunbury_2010_060_12";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_13";NA;"Kaiser-Bunbury_2010_060_13";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_14";NA;"Kaiser-Bunbury_2010_060_14";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_15";NA;"Kaiser-Bunbury_2010_060_15";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_16";NA;"Kaiser-Bunbury_2010_060_16";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_17";NA;"Kaiser-Bunbury_2010_060_17";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_18";NA;"Kaiser-Bunbury_2010_060_18";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_19";NA;"Kaiser-Bunbury_2010_060_19";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_20";NA;"Kaiser-Bunbury_2010_060_20";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_21";NA;"Kaiser-Bunbury_2010_060_21";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_22";NA;"Kaiser-Bunbury_2010_060_22";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_23";NA;"Kaiser-Bunbury_2010_060_23";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2010_060_24";NA;"Kaiser-Bunbury_2010_060_24";NA;"Kaiser-Bunbury et al 2010"
"B22";"M_PL_Kaiser-Bunbury_2014_061_01";NA;"Kaiser-Bunbury_2014_061_01";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_02";NA;"Kaiser-Bunbury_2014_061_02";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_03";NA;"Kaiser-Bunbury_2014_061_03";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_04";NA;"Kaiser-Bunbury_2014_061_04";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_05";NA;"Kaiser-Bunbury_2014_061_05";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_06";NA;"Kaiser-Bunbury_2014_061_06";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_07";NA;"Kaiser-Bunbury_2014_061_07";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_08";NA;"Kaiser-Bunbury_2014_061_08";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_09";NA;"Kaiser-Bunbury_2014_061_09";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_10";NA;"Kaiser-Bunbury_2014_061_10";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_11";NA;"Kaiser-Bunbury_2014_061_11";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_12";NA;"Kaiser-Bunbury_2014_061_12";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_13";NA;"Kaiser-Bunbury_2014_061_13";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_14";NA;"Kaiser-Bunbury_2014_061_14";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_15";NA;"Kaiser-Bunbury_2014_061_15";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_16";NA;"Kaiser-Bunbury_2014_061_16";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_17";NA;"Kaiser-Bunbury_2014_061_17";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_18";NA;"Kaiser-Bunbury_2014_061_18";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_19";NA;"Kaiser-Bunbury_2014_061_19";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_20";NA;"Kaiser-Bunbury_2014_061_20";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_21";NA;"Kaiser-Bunbury_2014_061_21";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_22";NA;"Kaiser-Bunbury_2014_061_22";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_23";NA;"Kaiser-Bunbury_2014_061_23";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_24";NA;"Kaiser-Bunbury_2014_061_24";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_25";NA;"Kaiser-Bunbury_2014_061_25";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_26";NA;"Kaiser-Bunbury_2014_061_26";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_27";NA;"Kaiser-Bunbury_2014_061_27";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_28";NA;"Kaiser-Bunbury_2014_061_28";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_29";NA;"Kaiser-Bunbury_2014_061_29";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_30";NA;"Kaiser-Bunbury_2014_061_30";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_31";NA;"Kaiser-Bunbury_2014_061_31";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_32";NA;"Kaiser-Bunbury_2014_061_32";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_35";NA;"Kaiser-Bunbury_2014_061_35";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_36";NA;"Kaiser-Bunbury_2014_061_36";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_37";NA;"Kaiser-Bunbury_2014_061_37";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_38";NA;"Kaiser-Bunbury_2014_061_38";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_39";NA;"Kaiser-Bunbury_2014_061_39";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_40";NA;"Kaiser-Bunbury_2014_061_40";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_43";NA;"Kaiser-Bunbury_2014_061_43";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_44";NA;"Kaiser-Bunbury_2014_061_44";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_45";NA;"Kaiser-Bunbury_2014_061_45";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_46";NA;"Kaiser-Bunbury_2014_061_46";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_47";NA;"Kaiser-Bunbury_2014_061_47";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kaiser-Bunbury_2014_061_48";NA;"Kaiser-Bunbury_2014_061_48";NA;"Kaiser-Bunbury et al 2014"
"B22";"M_PL_Kakutani1990";NA;"Kakutani1990";NA;"Kakutani1990"
"B22";"M_PL_Kantsa";NA;"Kantsa";NA;"Kantsa2018"
"B22";"M_PL_Kato1990";NA;"Kato1990";NA;"kato1990"
"B22";"M_PL_Kato1993";NA;"Kato1993";NA;"Kato1993"
"B22";"M_PL_Kato1996";NA;"Kato1996";NA;"Kato1996"
"B22";"M_PL_Kato1996b";NA;"Kato1996b";NA;"Kato1996b"
"B22";"M_PL_Kato2000";NA;"Kato2000";NA;"Kato2000"
"B22";"M_PL_LaraC";NA;"LaraC";NA;"Lara 2006"
"B22";"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-1";NA;"Lara-Romero_2016_nevero-Encroachedpasture-1";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-10";NA;"Lara-Romero_2016_nevero-Encroachedpasture-10";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-2";NA;"Lara-Romero_2016_nevero-Encroachedpasture-2";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-3";NA;"Lara-Romero_2016_nevero-Encroachedpasture-3";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-4";NA;"Lara-Romero_2016_nevero-Encroachedpasture-4";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-5";NA;"Lara-Romero_2016_nevero-Encroachedpasture-5";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-6";NA;"Lara-Romero_2016_nevero-Encroachedpasture-6";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-7";NA;"Lara-Romero_2016_nevero-Encroachedpasture-7";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-8";NA;"Lara-Romero_2016_nevero-Encroachedpasture-8";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Encroachedpasture-9";NA;"Lara-Romero_2016_nevero-Encroachedpasture-9";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Pasture-1";NA;"Lara-Romero_2016_nevero-Pasture-1";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Pasture-2";NA;"Lara-Romero_2016_nevero-Pasture-2";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Pasture-3";NA;"Lara-Romero_2016_nevero-Pasture-3";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Pasture-4";NA;"Lara-Romero_2016_nevero-Pasture-4";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Pasture-5";NA;"Lara-Romero_2016_nevero-Pasture-5";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Pasture-6";NA;"Lara-Romero_2016_nevero-Pasture-6";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Pasture-8";NA;"Lara-Romero_2016_nevero-Pasture-8";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_nevero-Pasture-9";NA;"Lara-Romero_2016_nevero-Pasture-9";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Encroachedpasture-1";NA;"Lara-Romero_2016_penalara-Encroachedpasture-1";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Encroachedpasture-10";NA;"Lara-Romero_2016_penalara-Encroachedpasture-10";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Encroachedpasture-2";NA;"Lara-Romero_2016_penalara-Encroachedpasture-2";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Encroachedpasture-3";NA;"Lara-Romero_2016_penalara-Encroachedpasture-3";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Encroachedpasture-4";NA;"Lara-Romero_2016_penalara-Encroachedpasture-4";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Encroachedpasture-5";NA;"Lara-Romero_2016_penalara-Encroachedpasture-5";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Encroachedpasture-6";NA;"Lara-Romero_2016_penalara-Encroachedpasture-6";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Encroachedpasture-7";NA;"Lara-Romero_2016_penalara-Encroachedpasture-7";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Encroachedpasture-8";NA;"Lara-Romero_2016_penalara-Encroachedpasture-8";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Encroachedpasture-9";NA;"Lara-Romero_2016_penalara-Encroachedpasture-9";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Pasture-1";NA;"Lara-Romero_2016_penalara-Pasture-1";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Pasture-10";NA;"Lara-Romero_2016_penalara-Pasture-10";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Pasture-2";NA;"Lara-Romero_2016_penalara-Pasture-2";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Pasture-3";NA;"Lara-Romero_2016_penalara-Pasture-3";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Pasture-4";NA;"Lara-Romero_2016_penalara-Pasture-4";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Pasture-5";NA;"Lara-Romero_2016_penalara-Pasture-5";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Pasture-6";NA;"Lara-Romero_2016_penalara-Pasture-6";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Pasture-7";NA;"Lara-Romero_2016_penalara-Pasture-7";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Pasture-8";NA;"Lara-Romero_2016_penalara-Pasture-8";NA;"Lara-Romero et al 2016"
"B22";"M_PL_Lara-Romero_2016_penalara-Pasture-9";NA;"Lara-Romero_2016_penalara-Pasture-9";NA;"Lara-Romero et al 2016"
"B22";"M_PL_LasCasas";NA;"LasCasas";NA;"Las Casas et al 2012"
"B22";"M_PL_Low_mountain_matrix_Norfolk";NA;"Low_mountain_matrix_Norfolk";NA;"Low_mountain_matrix_Norfolk"
"B22";"M_PL_Lundgren2005";NA;"Lundgren2005";NA;"Lundgren2005"
"B22";"M_PL_Maglianesi_high";NA;"Maglianesi_high";NA;"Maglianesi_2014"
"B22";"M_PL_Maglianesi_low";NA;"Maglianesi_low";NA;"Maglianesi_2014"
"B22";"M_PL_Maglianesi_mid";NA;"Maglianesi_mid";NA;"Maglianesi_2014"
"B22";"M_PL_Magrach2017_Germany_2011_high";NA;"Magrach2017_Germany_2011_high";NA;"Magrach et al 2017"
"B22";"M_PL_Magrach2017_Germany_2011_low";NA;"Magrach2017_Germany_2011_low";NA;"Magrach et al 2017"
"B22";"M_PL_Magrach2017_Germany_2012_high";NA;"Magrach2017_Germany_2012_high";NA;"Magrach et al 2017"
"B22";"M_PL_Magrach2017_Germany_2012_low";NA;"Magrach2017_Germany_2012_low";NA;"Magrach et al 2017"
"B22";"M_PL_Magrach2017_Sweden_2011_high";NA;"Magrach2017_Sweden_2011_high";NA;"Magrach et al 2017"
"B22";"M_PL_Magrach2017_Sweden_2011_low";NA;"Magrach2017_Sweden_2011_low";NA;"Magrach et al 2017"
"B22";"M_PL_Magrach2017_Sweden_2012_high";NA;"Magrach2017_Sweden_2012_high";NA;"Magrach et al 2017"
"B22";"M_PL_Magrach2017_Sweden_2012_low";NA;"Magrach2017_Sweden_2012_low";NA;"Magrach et al 2017"
"B22";"M_PL_Magrach2017_UK_2011_high";NA;"Magrach2017_UK_2011_high";NA;"Magrach et al 2017"
"B22";"M_PL_Magrach2017_UK_2011_low";NA;"Magrach2017_UK_2011_low";NA;"Magrach et al 2017"
"B22";"M_PL_Magrach2017_UK_2012_high";NA;"Magrach2017_UK_2012_high";NA;"Magrach et al 2017"
"B22";"M_PL_Magrach2017_UK_2012_low";NA;"Magrach2017_UK_2012_low";NA;"Magrach et al 2017"
"B22";"M_PL_Maruyama";NA;"Maruyama";NA;"Maruyama_2015"
"B22";"M_PL_Mazan_Tinoco";NA;"Mazan_Tinoco";NA;"Mazan_Tinoco"
"B22";"M_PL_Medan2002-1";NA;"Medan2002-1";NA;"Medan et all 2002"
"B22";"M_PL_Medan2002-2";NA;"Medan2002-2";NA;"Medan et all 2002"
"B22";"M_PL_Memmott1999";NA;"Memmott1999";NA;"Memmott 1999"
"B22";"M_PL_Mosquin1967";NA;"Mosquin1967";NA;"Mosquin1967"
"B22";"M_PL_Motten1982";NA;"Motten1982";NA;"Motten1982"
"B22";"M_PL_Olesen2002";NA;"Olesen2002";NA;"Olesen2002"
"B22";"M_PL_Olesen-3";NA;"Olesen-3";NA;"Olesen unpublished"
"B22";"M_PL_Olito";NA;"Olito";NA;"Olito-Fox2014"
"B22";"M_PL_Ollerton2003";NA;"Ollerton2003";NA;"Ollerton2003"
"B22";"M_PL_Orford_2016_Farm-2012-A9";NA;"Orford_2016_Farm-2012-A9";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Farm-2012-B1";NA;"Orford_2016_Farm-2012-B1";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Farm-2012-B2";NA;"Orford_2016_Farm-2012-B2";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Farm-2012-B4";NA;"Orford_2016_Farm-2012-B4";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Farm-2012-B5";NA;"Orford_2016_Farm-2012-B5";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Farm-2012-B6";NA;"Orford_2016_Farm-2012-B6";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Farm-2012-B7";NA;"Orford_2016_Farm-2012-B7";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Farm-2012-B8";NA;"Orford_2016_Farm-2012-B8";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Farm-2012-B9";NA;"Orford_2016_Farm-2012-B9";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Farm-2013-B1";NA;"Orford_2016_Farm-2013-B1";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Farm-2013-B2";NA;"Orford_2016_Farm-2013-B2";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Farm-2013-B4";NA;"Orford_2016_Farm-2013-B4";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Farm-2013-B7";NA;"Orford_2016_Farm-2013-B7";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-10";NA;"Orford_2016_Field-10";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-13";NA;"Orford_2016_Field-13";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-15";NA;"Orford_2016_Field-15";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-19";NA;"Orford_2016_Field-19";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-24";NA;"Orford_2016_Field-24";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-27";NA;"Orford_2016_Field-27";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-28";NA;"Orford_2016_Field-28";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-33";NA;"Orford_2016_Field-33";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-36";NA;"Orford_2016_Field-36";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-4";NA;"Orford_2016_Field-4";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-40";NA;"Orford_2016_Field-40";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-42";NA;"Orford_2016_Field-42";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-45";NA;"Orford_2016_Field-45";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-49";NA;"Orford_2016_Field-49";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-51";NA;"Orford_2016_Field-51";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-54";NA;"Orford_2016_Field-54";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-55";NA;"Orford_2016_Field-55";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-58";NA;"Orford_2016_Field-58";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-63";NA;"Orford_2016_Field-63";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-64";NA;"Orford_2016_Field-64";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-67";NA;"Orford_2016_Field-67";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-7";NA;"Orford_2016_Field-7";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-72";NA;"Orford_2016_Field-72";NA;"Orford et al 2016"
"B22";"M_PL_Orford_2016_Field-9";NA;"Orford_2016_Field-9";NA;"Orford et al 2016"
"B22";"M_PL_Percival1974";NA;"Percival1974";NA;"Percival1974"
"B22";"M_PL_Philipp2006";NA;"Philipp2006";NA;"Philipp2006"
"B22";"M_PL_Primack1983-1";NA;"Primack1983-1";NA;"Primack 1983"
"B22";"M_PL_Primack1983-2";NA;"Primack1983-2";NA;"Primack 1983"
"B22";"M_PL_Primack1983-3";NA;"Primack1983-3";NA;"Primack 1983"
"B22";"M_PL_Ramirez1989";NA;"Ramirez1989";NA;"Ramirez1989"
"B22";"M_PL_Ramirez1992";NA;"Ramirez1992";NA;"Ramirez1992"
"B22";"M_PL_Sabatino_1";NA;"Sabatino_1";NA;"Sabatino_2010"
"B22";"M_PL_Sabatino_2";NA;"Sabatino_2";NA;"Sabatino_2010"
"B22";"M_PL_Sabatino_3";NA;"Sabatino_3";NA;"Sabatino_2010"
"B22";"M_PL_Sabatino_4";NA;"Sabatino_4";NA;"Sabatino_2010"
"B22";"M_PL_Sabatino_5";NA;"Sabatino_5";NA;"Sabatino_2010"
"B22";"M_PL_Santos2010";NA;"Santos2010";NA;"Santos2010"
"B22";"M_PL_Schemske1978";NA;"Schemske1978";NA;"Schemske1978"
"B22";"M_PL_Small1976";NA;"Small1976";NA;"Small1976"
"B22";"M_PL_Smith-Ramirez2005";NA;"Smith-Ramirez2005";NA;"Smith_2005"
"B22";"M_PL_Sritongchuay_bat";NA;"Sritongchuay_bat";NA;"Sritongchuay et al 2019"
"B22";"M_PL_Llaviuco_Tinoco";NA;"Llaviuco_Tinoco";NA;"Llaviuco_Tinoco"
"B22";"M_PL_Nero_Tinoco";NA;"Nero_Tinoco";NA;"Nero_Tinoco"
"B22";"M_PL_Trojelsgaard_2015_Site1_WesternSahara1";NA;"Trojelsgaard_2015_Site1_WesternSahara1";NA;"Trojelsgaard_2015"
"B22";"M_PL_Trojelsgaard_2015_Site10_TenerifeTeno2";NA;"Trojelsgaard_2015_Site10_TenerifeTeno2";NA;"Trojelsgaard_2015"
