web;insectorder;insectfamily;insectgenus;insectspecies;plantfamily;plantgenus;plantspecies
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Dactylis;glomerata
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Dactylis;glomerata
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Stellaria;graminea
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Prunella;grandiflora
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Lathyrus;heterophyllus
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Lathyrus;heterophyllus
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Lathyrus;heterophyllus
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Lathyrus;heterophyllus
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Leontodon;hispidus
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Leontodon;hispidus
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Leontodon;hispidus
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Leontodon;hispidus
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Leontodon;hispidus
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Leontodon;hispidus
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Leontodon;hispidus
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Centaurea;jacea
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Centaurea;jacea
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Centaurea;jacea
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Centaurea;jacea
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Centaurea;jacea
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Centaurea;jacea
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Plantago;lanceolata
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Plantago;lanceolata
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Plantago;lanceolata
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Laserpitium;latifolium
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Laserpitium;latifolium
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Laserpitium;latifolium
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Galium;lucidum
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Hypericum;maculatum
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Hypericum;maculatum
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Astrantia;major
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Astrantia;major
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Astrantia;major
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Astrantia;major
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Briza;media
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Briza;media
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Briza;media
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Plantago;media
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Briza;media
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Briza;media
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Plantago;media
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Briza;media
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Briza;media
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Briza;media
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Achillea;millefolium
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Achillea;millefolium
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Achillea;millefolium
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Achillea;millefolium
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Achillea;millefolium
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Sanguisorba;minor
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Sanguisorba;minor
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Sanguisorba;minor
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Sanguisorba;minor
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Galium;mollugo
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Carex;montana
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Carex;montana
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Helianthemum;nummularium
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Anthoxanthum;odoratum
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Anthoxanthum;odoratum
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Anthoxanthum;odoratum
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Anthoxanthum;odoratum
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Anthoxanthum;odoratum
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Anthoxanthum;odoratum
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Anthoxanthum;odoratum
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Anthoxanthum;odoratum
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Festuca;ovina
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Festuca;ovina
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Festuca;ovina
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Festuca;ovina
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Festuca;ovina
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Festuca;ovina
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Festuca;ovina
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Festuca;ovina
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Brachypodium;pinnatum
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Brachypodium;pinnatum
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Brachypodium;pinnatum
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Brachypodium;pinnatum
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Brachypodium;pinnatum
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Brachypodium;pinnatum
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Brachypodium;pinnatum
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Brachypodium;pinnatum
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Trifolium;pratense
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Trifolium;pratense
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Trifolium;pratense
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Trifolium;pratense
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Trifolium;pratense
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Trifolium;pratense
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Trifolium;pratense
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Trifolium;pratense
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Lathyrus;pratensis
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Lathyrus;pratensis
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Lathyrus;pratensis
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Lathyrus;pratensis
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Galium;pumilum
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Crepis;pyrenaica
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Crepis;pyrenaica
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Crepis;pyrenaica
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Crepis;pyrenaica
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Bupleurum;ranunculoides
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Trifolium;repens
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Trifolium;repens
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Trifolium;repens
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Trifolium;repens
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Trifolium;repens
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Trifolium;repens
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Trifolium;repens
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Trifolium;repens
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Festuca;rubra
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Festuca;rubra
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Festuca;rubra
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Festuca;rubra
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Festuca;rubra
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Festuca;rubra
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Festuca;rubra
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Festuca;rubra
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Centaurea;scabiosa
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Centaurea;scabiosa
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Centaurea;scabiosa
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Centaurea;scabiosa
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Centaurea;scabiosa
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Centaurea;scabiosa
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Centaurea;scabiosa
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Carex;sempervirens
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Carex;sempervirens
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Carex;sempervirens
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Thymus;serpyllum
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Laserpitium;siler
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Heracleum;sphondylium
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Ononis;spinosa
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Ononis;spinosa
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Ononis;spinosa
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Ononis;spinosa
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Ononis;spinosa
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Geranium;sylvaticum
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Geranium;sylvaticum
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Potentilla;verna
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Potentilla;verna
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Potentilla;verna
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Potentilla;verna
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Potentilla;verna
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Fragaria;vesca
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Fragaria;vesca
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Fragaria;vesca
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Fragaria;vesca
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Onobrychis;viciifolia
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Onobrychis;viciifolia
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Onobrychis;viciifolia
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Onobrychis;viciifolia
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Onobrychis;viciifolia
Pitteloud2020_G4;;NA;Stenobothrus;lineatus;NA;Onobrychis;viciifolia
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Chaerophyllum;villarsii
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Chaerophyllum;villarsii
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Chaerophyllum;villarsii
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Chaerophyllum;villarsii
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Chaerophyllum;villarsii
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Leucanthemum;vulgare
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Leucanthemum;vulgare
Pitteloud2020_G4;;NA;Euthystira;brachyptera;NA;Leucanthemum;vulgare
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Echium;vulgare
Pitteloud2020_G4;;NA;Gomphocerippus;rufus;NA;Leucanthemum;vulgare
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Leucanthemum;vulgare
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Echium;vulgare
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Silene;vulgaris
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Silene;vulgaris
Pitteloud2020_G4;;NA;Pholidoptera;griseoaptera;NA;Silene;vulgaris
Pitteloud2020_G4;;NA;Chorthippus;parallelus;NA;Alchemilla;xanthochlora
Pitteloud2020_G4;;NA;Decticus;verrucivorus;NA;Alchemilla;xanthochlora
Pitteloud2020_G4;;NA;Metrioptera;roeselii;NA;Alchemilla;xanthochlora
Pitteloud2020_G4;;NA;Tettigonia;cantans;NA;Alchemilla;xanthochlora
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Poaceae;sp
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Carduus;sp
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Crepis;sp
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Carduus;sp
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Crepis;sp
Pitteloud2020_G5;;NA;Arcyptera;fusca;NA;Sesleria;sp
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Sesleria;sp
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Sesleria;sp
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Sesleria;sp
Pitteloud2020_G5;;NA;Arcyptera;fusca;NA;Poaceae;sp
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Sesleria;sp
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Poaceae;sp
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Poaceae;sp
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Sesleria;sp
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Poaceae;sp
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Poaceae;sp
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Poaceae;sp
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Carduus;sp
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Crepis;sp
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Carduus;sp
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Crepis;sp
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Carduus;sp
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Crepis;sp
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Cuscuta;sp
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Sesleria;sp
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Sesleria;sp
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Carduus;sp
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Crepis;sp
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Poaceae;sp
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Carex;sp
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Carduus;sp
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Crepis;sp
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Rosa;sp
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Cirsium;acaule
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Cirsium;acaule
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Cirsium;acaule
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Cirsium;acaule
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Cirsium;acaule
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Cirsium;acaule
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Cirsium;acaule
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Carlina;acaulis
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Carlina;acaulis
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Carlina;acaulis
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Carlina;acaulis
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Carlina;acaulis
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Carlina;acaulis
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Carlina;acaulis
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Ranunculus;acris
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Plantago;atrata
Pitteloud2020_G5;;NA;Arcyptera;fusca;NA;Agrostis;capillaris
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Agrostis;capillaris
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Agrostis;capillaris
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Agrostis;capillaris
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Agrostis;capillaris
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Agrostis;capillaris
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Agrostis;capillaris
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Agrostis;capillaris
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Agrostis;capillaris
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Veronica;chamaedrys
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Hippocrepis;comosa
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Hippocrepis;comosa
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Hippocrepis;comosa
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Hippocrepis;comosa
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Hippocrepis;comosa
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Lotus;corniculatus
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Lotus;corniculatus
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Lotus;corniculatus
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Lotus;corniculatus
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Lotus;corniculatus
Pitteloud2020_G5;;NA;Arcyptera;fusca;NA;Cynosurus;cristatus
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Cynosurus;cristatus
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Cynosurus;cristatus
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Cynosurus;cristatus
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Cynosurus;cristatus
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Cynosurus;cristatus
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Cynosurus;cristatus
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Cynosurus;cristatus
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Potentilla;erecta
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Potentilla;erecta
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Potentilla;erecta
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Potentilla;erecta
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Potentilla;erecta
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Potentilla;erecta
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Potentilla;erecta
Pitteloud2020_G5;;NA;Arcyptera;fusca;NA;Bromus;erectus
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Bromus;erectus
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Bromus;erectus
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Bromus;erectus
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Bromus;erectus
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Bromus;erectus
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Bromus;erectus
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Bromus;erectus
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Bromus;erectus
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Carex;flacca
Pitteloud2020_G5;;NA;Arcyptera;fusca;NA;Cerastium;fontanum
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Cerastium;fontanum
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Cerastium;fontanum
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Cerastium;fontanum
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Cerastium;fontanum
Pitteloud2020_G5;;NA;Arcyptera;fusca;NA;Dactylis;glomerata
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Dactylis;glomerata
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Dactylis;glomerata
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Dactylis;glomerata
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Dactylis;glomerata
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Dactylis;glomerata
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Dactylis;glomerata
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Dactylis;glomerata
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Stellaria;graminea
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Stellaria;graminea
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Stellaria;graminea
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Stellaria;graminea
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Stellaria;graminea
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Leontodon;hispidus
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Leontodon;hispidus
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Leontodon;hispidus
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Leontodon;hispidus
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Leontodon;hispidus
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Leontodon;hispidus
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Leontodon;hispidus
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Leontodon;hispidus
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Hieracium;lactucella
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Hieracium;lactucella
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Hieracium;lactucella
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Hieracium;lactucella
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Hieracium;lactucella
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Hieracium;lactucella
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Hieracium;lactucella
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Plantago;lanceolata
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Plantago;lanceolata
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Plantago;lanceolata
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Plantago;lanceolata
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Plantago;lanceolata
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Plantago;lanceolata
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Hypericum;maculatum
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Hypericum;maculatum
Pitteloud2020_G5;;NA;Arcyptera;fusca;NA;Briza;media
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Briza;media
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Plantago;media
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Briza;media
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Briza;media
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Briza;media
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Briza;media
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Plantago;media
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Briza;media
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Briza;media
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Achillea;millefolium
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Achillea;millefolium
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Achillea;millefolium
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Achillea;millefolium
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Achillea;millefolium
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Achillea;millefolium
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Achillea;millefolium
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Carex;montana
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Carex;montana
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Helianthemum;nummularium
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Veronica;officinalis
Pitteloud2020_G5;;NA;Arcyptera;fusca;NA;Festuca;ovina
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Festuca;ovina
Pitteloud2020_G5;;NA;Chorthippus;parallelus;NA;Festuca;ovina
Pitteloud2020_G5;;NA;Decticus;verrucivorus;NA;Festuca;ovina
Pitteloud2020_G5;;NA;Euthystira;brachyptera;NA;Festuca;ovina
Pitteloud2020_G5;;NA;Gomphocerippus;rufus;NA;Festuca;ovina
Pitteloud2020_G5;;NA;Metrioptera;roeselii;NA;Festuca;ovina
Pitteloud2020_G5;;NA;Platycleis;albopunctata;NA;Festuca;ovina
Pitteloud2020_G5;;NA;Stenobothrus;lineatus;NA;Festuca;ovina
Pitteloud2020_G5;;NA;Chorthippus;biguttulus;NA;Hieracium;pilosella
